global,year,fpost17
global,2000,0.06471441686153412
global,2001,0.06507179886102676
global,2002,0.06562798470258713
global,2003,0.06533321738243103
global,2004,0.07394659519195557
global,2005,0.0689912885427475
global,2006,0.07289450615644455
global,2007,0.07617081701755524
global,2008,0.08272121846675873
global,2009,0.08076533675193787
global,2010,0.09216561913490295
global,2011,0.0860077440738678
global,2012,0.09006192535161972
global,2013,0.09330429881811142
global,2014,0.0970330461859703
global,2015,0.10096430778503418
global,2016,0.10268017649650574
global,2017,0.1055629625916481
